hour,t(sec),"P1 (kW)","Q1 (kvar)","P2 (kW)","Q2 (kvar)","P3 (kW)","Q3 (kvar)","P4 (kW)","Q4 (kvar)"
0, 60.00000, 0.721397, 0.30731, 0.721398, 0.307312, 0.721395, 0.307311, 0, 0
0, 120.00000, 0.721403, 0.307316, 0.721403, 0.307316, 0.721403, 0.307316, 0, 0
0, 180.00000, 0.721403, 0.307316, 0.721403, 0.307316, 0.721403, 0.307316, 0, 0
0, 240.00000, 0.721403, 0.307316, 0.721403, 0.307316, 0.721403, 0.307316, 0, 0
0, 300.00000, 0.721403, 0.307316, 0.721403, 0.307316, 0.721403, 0.307316, 0, 0
0, 360.00000, 0.721403, 0.307316, 0.721403, 0.307316, 0.721403, 0.307316, 0, 0
0, 420.00000, 0.721403, 0.307316, 0.721403, 0.307316, 0.721403, 0.307316, 0, 0
0, 480.00000, 0.721403, 0.307316, 0.721403, 0.307316, 0.721403, 0.307316, 0, 0
0, 540.00000, 0.721403, 0.307316, 0.721403, 0.307316, 0.721403, 0.307316, 0, 0
0, 600.00000, 0.721403, 0.307316, 0.721403, 0.307316, 0.721403, 0.307316, 0, 0
0, 660.00000, 0.721403, 0.307316, 0.721403, 0.307316, 0.721403, 0.307316, 0, 0
0, 720.00000, 0.721403, 0.307316, 0.721403, 0.307316, 0.721403, 0.307316, 0, 0
0, 780.00000, 0.721403, 0.307316, 0.721403, 0.307316, 0.721403, 0.307316, 0, 0
0, 840.00000, 0.721403, 0.307316, 0.721403, 0.307316, 0.721403, 0.307316, 0, 0
0, 900.00000, 0.721403, 0.307316, 0.721403, 0.307316, 0.721403, 0.307316, 0, 0
0, 960.00000, 0.762931, 0.325003, 0.763151, 0.3251, 0.763147, 0.325098, 0, 0
0, 1020.00000, 0.762921, 0.325003, 0.763151, 0.325101, 0.763151, 0.325101, 0, 0
0, 1080.00000, 0.762921, 0.325003, 0.763151, 0.325101, 0.763151, 0.325101, 0, 0
0, 1140.00000, 0.762921, 0.325003, 0.763151, 0.325101, 0.763151, 0.325101, 0, 0
0, 1200.00000, 0.762921, 0.325003, 0.763151, 0.325101, 0.763151, 0.325101, 0, 0
0, 1260.00000, 0.762921, 0.325003, 0.763151, 0.325101, 0.763151, 0.325101, 0, 0
0, 1320.00000, 0.762921, 0.325003, 0.763151, 0.325101, 0.763151, 0.325101, 0, 0
0, 1380.00000, 0.762921, 0.325003, 0.763151, 0.325101, 0.763151, 0.325101, 0, 0
0, 1440.00000, 0.762921, 0.325003, 0.763151, 0.325101, 0.763151, 0.325101, 0, 0
0, 1500.00000, 0.762921, 0.325003, 0.763151, 0.325101, 0.763151, 0.325101, 0, 0
0, 1560.00000, 0.762921, 0.325003, 0.763151, 0.325101, 0.763151, 0.325101, 0, 0
0, 1620.00000, 0.762921, 0.325003, 0.763151, 0.325101, 0.763151, 0.325101, 0, 0
0, 1680.00000, 0.762921, 0.325003, 0.763151, 0.325101, 0.763151, 0.325101, 0, 0
0, 1740.00000, 0.762921, 0.325003, 0.763151, 0.325101, 0.763151, 0.325101, 0, 0
0, 1800.00000, 0.762921, 0.325003, 0.763151, 0.325101, 0.763151, 0.325101, 0, 0
0, 1860.00000, 0.7655, 0.326113, 0.765497, 0.326111, 0.765501, 0.326112, 0, 0
0, 1920.00000, 0.765469, 0.326089, 0.765469, 0.326089, 0.765469, 0.326089, 0, 0
0, 1980.00000, 0.765469, 0.326088, 0.765469, 0.326088, 0.765469, 0.326088, 0, 0
0, 2040.00000, 0.765469, 0.326088, 0.765469, 0.326088, 0.765469, 0.326088, 0, 0
0, 2100.00000, 0.765469, 0.326088, 0.765469, 0.326088, 0.765469, 0.326088, 0, 0
0, 2160.00000, 0.765469, 0.326088, 0.765469, 0.326088, 0.765469, 0.326088, 0, 0
0, 2220.00000, 0.765469, 0.326088, 0.765469, 0.326088, 0.765469, 0.326088, 0, 0
0, 2280.00000, 0.765469, 0.326088, 0.765469, 0.326088, 0.765469, 0.326088, 0, 0
0, 2340.00000, 0.765469, 0.326088, 0.765469, 0.326088, 0.765469, 0.326088, 0, 0
0, 2400.00000, 0.765469, 0.326088, 0.765469, 0.326088, 0.765469, 0.326088, 0, 0
0, 2460.00000, 0.765469, 0.326088, 0.765469, 0.326088, 0.765469, 0.326088, 0, 0
0, 2520.00000, 0.765469, 0.326088, 0.765469, 0.326088, 0.765469, 0.326088, 0, 0
0, 2580.00000, 0.765469, 0.326088, 0.765469, 0.326088, 0.765469, 0.326088, 0, 0
0, 2640.00000, 0.765469, 0.326088, 0.765469, 0.326088, 0.765469, 0.326088, 0, 0
0, 2700.00000, 0.765469, 0.326088, 0.765469, 0.326088, 0.765469, 0.326088, 0, 0
0, 2760.00000, 0.728075, 0.31016, 0.728073, 0.310159, 0.728075, 0.31016, 0, 0
0, 2820.00000, 0.728071, 0.310157, 0.728071, 0.310157, 0.728071, 0.310157, 0, 0
0, 2880.00000, 0.728071, 0.310157, 0.728071, 0.310157, 0.728071, 0.310157, 0, 0
0, 2940.00000, 0.728071, 0.310157, 0.728071, 0.310157, 0.728071, 0.310157, 0, 0
0, 3000.00000, 0.728071, 0.310157, 0.728071, 0.310157, 0.728071, 0.310157, 0, 0
0, 3060.00000, 0.728071, 0.310157, 0.728071, 0.310157, 0.728071, 0.310157, 0, 0
0, 3120.00000, 0.728071, 0.310157, 0.728071, 0.310157, 0.728071, 0.310157, 0, 0
0, 3180.00000, 0.728071, 0.310157, 0.728071, 0.310157, 0.728071, 0.310157, 0, 0
0, 3240.00000, 0.728071, 0.310157, 0.728071, 0.310157, 0.728071, 0.310157, 0, 0
0, 3300.00000, 0.728071, 0.310157, 0.728071, 0.310157, 0.728071, 0.310157, 0, 0
0, 3360.00000, 0.728071, 0.310157, 0.728071, 0.310157, 0.728071, 0.310157, 0, 0
0, 3420.00000, 0.728071, 0.310157, 0.728071, 0.310157, 0.728071, 0.310157, 0, 0
0, 3480.00000, 0.728071, 0.310157, 0.728071, 0.310157, 0.728071, 0.310157, 0, 0
0, 3540.00000, 0.728077, 0.310163, 0.728069, 0.310157, 0.728073, 0.310157, 0, 0
1, 0.00000, 0.728071, 0.310157, 0.728071, 0.310157, 0.728071, 0.310157, 0, 0
1, 60.00000, 0.719606, 0.30657, 0.719604, 0.306567, 0.719606, 0.306569, 0, 0
1, 120.00000, 0.71956, 0.306531, 0.71956, 0.306531, 0.71956, 0.306531, 0, 0
1, 180.00000, 0.71956, 0.306531, 0.71956, 0.306531, 0.71956, 0.306531, 0, 0
1, 240.00000, 0.71956, 0.306531, 0.71956, 0.306531, 0.71956, 0.306531, 0, 0
1, 300.00000, 0.71956, 0.306531, 0.71956, 0.306531, 0.71956, 0.306531, 0, 0
1, 360.00000, 0.71956, 0.306531, 0.71956, 0.306531, 0.71956, 0.306531, 0, 0
1, 420.00000, 0.71956, 0.306531, 0.71956, 0.306531, 0.71956, 0.306531, 0, 0
1, 480.00000, 0.71956, 0.306531, 0.71956, 0.306531, 0.71956, 0.306531, 0, 0
1, 540.00000, 0.71956, 0.306531, 0.71956, 0.306531, 0.71956, 0.306531, 0, 0
1, 600.00000, 0.71956, 0.306531, 0.71956, 0.306531, 0.71956, 0.306531, 0, 0
1, 660.00000, 0.71956, 0.306531, 0.71956, 0.306531, 0.71956, 0.306531, 0, 0
1, 720.00000, 0.71956, 0.306531, 0.71956, 0.306531, 0.71956, 0.306531, 0, 0
1, 780.00000, 0.71956, 0.306531, 0.71956, 0.306531, 0.71956, 0.306531, 0, 0
1, 840.00000, 0.71956, 0.306531, 0.71956, 0.306531, 0.71956, 0.306531, 0, 0
1, 900.00000, 0.71956, 0.306531, 0.71956, 0.306531, 0.71956, 0.306531, 0, 0
1, 960.00000, 0.7162, 0.305103, 0.7162, 0.305103, 0.7162, 0.305103, 0, 0
1, 1020.00000, 0.716192, 0.305096, 0.716192, 0.305096, 0.716192, 0.305096, 0, 0
1, 1080.00000, 0.716192, 0.305096, 0.716192, 0.305096, 0.716192, 0.305096, 0, 0
1, 1140.00000, 0.716192, 0.305096, 0.716192, 0.305096, 0.716192, 0.305096, 0, 0
1, 1200.00000, 0.716192, 0.305096, 0.716192, 0.305096, 0.716192, 0.305096, 0, 0
1, 1260.00000, 0.716192, 0.305096, 0.716192, 0.305096, 0.716192, 0.305096, 0, 0
1, 1320.00000, 0.716192, 0.305096, 0.716192, 0.305096, 0.716192, 0.305096, 0, 0
1, 1380.00000, 0.716192, 0.305096, 0.716192, 0.305096, 0.716192, 0.305096, 0, 0
1, 1440.00000, 0.716192, 0.305096, 0.716192, 0.305096, 0.716192, 0.305096, 0, 0
1, 1500.00000, 0.716192, 0.305096, 0.716192, 0.305096, 0.716192, 0.305096, 0, 0
1, 1560.00000, 0.716192, 0.305096, 0.716192, 0.305096, 0.716192, 0.305096, 0, 0
1, 1620.00000, 0.716192, 0.305096, 0.716192, 0.305096, 0.716192, 0.305096, 0, 0
1, 1680.00000, 0.716192, 0.305096, 0.716192, 0.305096, 0.716192, 0.305096, 0, 0
1, 1740.00000, 0.716192, 0.305096, 0.716192, 0.305096, 0.716192, 0.305096, 0, 0
1, 1800.00000, 0.716192, 0.305096, 0.716192, 0.305096, 0.716192, 0.305096, 0, 0
1, 1860.00000, 0.733454, 0.312454, 0.733474, 0.312452, 0.733493, 0.312478, 0, 0
1, 1920.00000, 0.733464, 0.312455, 0.733465, 0.312455, 0.733465, 0.312455, 0, 0
1, 1980.00000, 0.733465, 0.312455, 0.733465, 0.312455, 0.733465, 0.312455, 0, 0
1, 2040.00000, 0.733465, 0.312455, 0.733465, 0.312455, 0.733465, 0.312455, 0, 0
1, 2100.00000, 0.733465, 0.312455, 0.733465, 0.312455, 0.733465, 0.312455, 0, 0
1, 2160.00000, 0.733465, 0.312455, 0.733465, 0.312455, 0.733465, 0.312455, 0, 0
1, 2220.00000, 0.733465, 0.312455, 0.733465, 0.312455, 0.733465, 0.312455, 0, 0
1, 2280.00000, 0.733465, 0.312455, 0.733465, 0.312455, 0.733465, 0.312455, 0, 0
1, 2340.00000, 0.733465, 0.312455, 0.733465, 0.312455, 0.733465, 0.312455, 0, 0
1, 2400.00000, 0.733465, 0.312455, 0.733465, 0.312455, 0.733465, 0.312455, 0, 0
1, 2460.00000, 0.733465, 0.312455, 0.733465, 0.312455, 0.733465, 0.312455, 0, 0
1, 2520.00000, 0.733465, 0.312455, 0.733465, 0.312455, 0.733465, 0.312455, 0, 0
1, 2580.00000, 0.733465, 0.312455, 0.733465, 0.312455, 0.733465, 0.312455, 0, 0
1, 2640.00000, 0.733465, 0.312455, 0.733465, 0.312455, 0.733465, 0.312455, 0, 0
1, 2700.00000, 0.733465, 0.312455, 0.733465, 0.312455, 0.733465, 0.312455, 0, 0
1, 2760.00000, 0.691147, 0.294432, 0.69116, 0.294433, 0.691169, 0.294446, 0, 0
1, 2820.00000, 0.691145, 0.294427, 0.691146, 0.294427, 0.691146, 0.294427, 0, 0
1, 2880.00000, 0.691146, 0.294427, 0.691146, 0.294427, 0.691146, 0.294427, 0, 0
1, 2940.00000, 0.691146, 0.294427, 0.691146, 0.294427, 0.691146, 0.294427, 0, 0
1, 3000.00000, 0.691146, 0.294427, 0.691146, 0.294427, 0.691146, 0.294427, 0, 0
1, 3060.00000, 0.691146, 0.294427, 0.691146, 0.294427, 0.691146, 0.294427, 0, 0
1, 3120.00000, 0.691146, 0.294427, 0.691146, 0.294427, 0.691146, 0.294427, 0, 0
1, 3180.00000, 0.691146, 0.294427, 0.691146, 0.294427, 0.691146, 0.294427, 0, 0
1, 3240.00000, 0.691146, 0.294427, 0.691146, 0.294427, 0.691146, 0.294427, 0, 0
1, 3300.00000, 0.691146, 0.294427, 0.691146, 0.294427, 0.691146, 0.294427, 0, 0
1, 3360.00000, 0.691146, 0.294427, 0.691146, 0.294427, 0.691146, 0.294427, 0, 0
1, 3420.00000, 0.691146, 0.294427, 0.691146, 0.294427, 0.691146, 0.294427, 0, 0
1, 3480.00000, 0.691146, 0.294427, 0.691146, 0.294427, 0.691146, 0.294427, 0, 0
