hour,t(sec),"P1 (kW)","Q1 (kvar)","P2 (kW)","Q2 (kvar)","P3 (kW)","Q3 (kvar)","P4 (kW)","Q4 (kvar)"
0, 60.00000, 0.440165, 0.187507, 0.440163, 0.187508, 0.440162, 0.187505, 0, 0
0, 120.00000, 0.440166, 0.18751, 0.440166, 0.18751, 0.440166, 0.18751, 0, 0
0, 180.00000, 0.440166, 0.18751, 0.440166, 0.18751, 0.440166, 0.18751, 0, 0
0, 240.00000, 0.440166, 0.18751, 0.440166, 0.18751, 0.440166, 0.18751, 0, 0
0, 300.00000, 0.440166, 0.18751, 0.440166, 0.18751, 0.440166, 0.18751, 0, 0
0, 360.00000, 0.440166, 0.18751, 0.440166, 0.18751, 0.440166, 0.18751, 0, 0
0, 420.00000, 0.440166, 0.18751, 0.440166, 0.18751, 0.440166, 0.18751, 0, 0
0, 480.00000, 0.440166, 0.18751, 0.440166, 0.18751, 0.440166, 0.18751, 0, 0
0, 540.00000, 0.440166, 0.18751, 0.440166, 0.18751, 0.440166, 0.18751, 0, 0
0, 600.00000, 0.440166, 0.18751, 0.440166, 0.18751, 0.440166, 0.18751, 0, 0
0, 660.00000, 0.440166, 0.18751, 0.440166, 0.18751, 0.440166, 0.18751, 0, 0
0, 720.00000, 0.440166, 0.18751, 0.440166, 0.18751, 0.440166, 0.18751, 0, 0
0, 780.00000, 0.440166, 0.18751, 0.440166, 0.18751, 0.440166, 0.18751, 0, 0
0, 840.00000, 0.440166, 0.18751, 0.440166, 0.18751, 0.440166, 0.18751, 0, 0
0, 900.00000, 0.440166, 0.18751, 0.440166, 0.18751, 0.440166, 0.18751, 0, 0
0, 960.00000, 0.465639, 0.19836, 0.465638, 0.198361, 0.465635, 0.198357, 0, 0
0, 1020.00000, 0.465639, 0.198361, 0.465639, 0.198361, 0.465639, 0.198361, 0, 0
0, 1080.00000, 0.465639, 0.198361, 0.465639, 0.198361, 0.465639, 0.198361, 0, 0
0, 1140.00000, 0.465639, 0.198361, 0.465639, 0.198361, 0.465639, 0.198361, 0, 0
0, 1200.00000, 0.465639, 0.198361, 0.465639, 0.198361, 0.465639, 0.198361, 0, 0
0, 1260.00000, 0.465639, 0.198361, 0.465639, 0.198361, 0.465639, 0.198361, 0, 0
0, 1320.00000, 0.465639, 0.198361, 0.465639, 0.198361, 0.465639, 0.198361, 0, 0
0, 1380.00000, 0.465639, 0.198361, 0.465639, 0.198361, 0.465639, 0.198361, 0, 0
0, 1440.00000, 0.465639, 0.198361, 0.465639, 0.198361, 0.465639, 0.198361, 0, 0
0, 1500.00000, 0.465639, 0.198361, 0.465639, 0.198361, 0.465639, 0.198361, 0, 0
0, 1560.00000, 0.465639, 0.198361, 0.465639, 0.198361, 0.465639, 0.198361, 0, 0
0, 1620.00000, 0.465639, 0.198361, 0.465639, 0.198361, 0.465639, 0.198361, 0, 0
0, 1680.00000, 0.465639, 0.198361, 0.465639, 0.198361, 0.465639, 0.198361, 0, 0
0, 1740.00000, 0.465639, 0.198361, 0.465639, 0.198361, 0.465639, 0.198361, 0, 0
0, 1800.00000, 0.465639, 0.198361, 0.465639, 0.198361, 0.465639, 0.198361, 0, 0
0, 1860.00000, 0.467058, 0.198974, 0.46706, 0.19897, 0.467069, 0.198979, 0, 0
0, 1920.00000, 0.467053, 0.198964, 0.467053, 0.198964, 0.467053, 0.198964, 0, 0
0, 1980.00000, 0.467053, 0.198964, 0.467053, 0.198964, 0.467053, 0.198964, 0, 0
0, 2040.00000, 0.467053, 0.198964, 0.467053, 0.198964, 0.467053, 0.198964, 0, 0
0, 2100.00000, 0.467053, 0.198964, 0.467053, 0.198964, 0.467053, 0.198964, 0, 0
0, 2160.00000, 0.467053, 0.198964, 0.467053, 0.198964, 0.467053, 0.198964, 0, 0
0, 2220.00000, 0.467053, 0.198964, 0.467053, 0.198964, 0.467053, 0.198964, 0, 0
0, 2280.00000, 0.467053, 0.198964, 0.467053, 0.198964, 0.467053, 0.198964, 0, 0
0, 2340.00000, 0.467053, 0.198964, 0.467053, 0.198964, 0.467053, 0.198964, 0, 0
0, 2400.00000, 0.467053, 0.198964, 0.467053, 0.198964, 0.467053, 0.198964, 0, 0
0, 2460.00000, 0.467053, 0.198964, 0.467053, 0.198964, 0.467053, 0.198964, 0, 0
0, 2520.00000, 0.467053, 0.198964, 0.467053, 0.198964, 0.467053, 0.198964, 0, 0
0, 2580.00000, 0.467053, 0.198964, 0.467053, 0.198964, 0.467053, 0.198964, 0, 0
0, 2640.00000, 0.467053, 0.198964, 0.467053, 0.198964, 0.467053, 0.198964, 0, 0
0, 2700.00000, 0.467053, 0.198964, 0.467053, 0.198964, 0.467053, 0.198964, 0, 0
0, 2760.00000, 0.444235, 0.189244, 0.444236, 0.189244, 0.444237, 0.189245, 0, 0
0, 2820.00000, 0.444235, 0.189243, 0.444235, 0.189243, 0.444235, 0.189243, 0, 0
0, 2880.00000, 0.444235, 0.189243, 0.444235, 0.189243, 0.444235, 0.189243, 0, 0
0, 2940.00000, 0.444235, 0.189243, 0.444235, 0.189243, 0.444235, 0.189243, 0, 0
0, 3000.00000, 0.444235, 0.189243, 0.444235, 0.189243, 0.444235, 0.189243, 0, 0
0, 3060.00000, 0.444235, 0.189243, 0.444235, 0.189243, 0.444235, 0.189243, 0, 0
0, 3120.00000, 0.444235, 0.189243, 0.444235, 0.189243, 0.444235, 0.189243, 0, 0
0, 3180.00000, 0.444235, 0.189243, 0.444235, 0.189243, 0.444235, 0.189243, 0, 0
0, 3240.00000, 0.444235, 0.189243, 0.444235, 0.189243, 0.444235, 0.189243, 0, 0
0, 3300.00000, 0.444235, 0.189243, 0.444235, 0.189243, 0.444235, 0.189243, 0, 0
0, 3360.00000, 0.444235, 0.189243, 0.444235, 0.189243, 0.444235, 0.189243, 0, 0
0, 3420.00000, 0.444235, 0.189243, 0.444235, 0.189243, 0.444235, 0.189243, 0, 0
0, 3480.00000, 0.444236, 0.189244, 0.444239, 0.189248, 0.444234, 0.189243, 0, 0
0, 3540.00000, 0.444234, 0.189244, 0.444235, 0.189243, 0.444238, 0.189247, 0, 0
1, 0.00000, 0.444235, 0.189243, 0.444235, 0.189243, 0.444235, 0.189243, 0, 0
1, 60.00000, 0.439042, 0.187031, 0.439043, 0.187032, 0.439043, 0.187033, 0, 0
1, 120.00000, 0.439042, 0.187031, 0.439042, 0.187031, 0.439042, 0.187031, 0, 0
1, 180.00000, 0.439042, 0.187031, 0.439042, 0.187031, 0.439042, 0.187031, 0, 0
1, 240.00000, 0.439042, 0.187031, 0.439042, 0.187031, 0.439042, 0.187031, 0, 0
1, 300.00000, 0.439042, 0.187031, 0.439042, 0.187031, 0.439042, 0.187031, 0, 0
1, 360.00000, 0.439042, 0.187031, 0.439042, 0.187031, 0.439042, 0.187031, 0, 0
1, 420.00000, 0.439042, 0.187031, 0.439042, 0.187031, 0.439042, 0.187031, 0, 0
1, 480.00000, 0.439042, 0.187031, 0.439042, 0.187031, 0.439042, 0.187031, 0, 0
1, 540.00000, 0.439042, 0.187031, 0.439042, 0.187031, 0.439042, 0.187031, 0, 0
1, 600.00000, 0.439043, 0.187029, 0.439055, 0.187043, 0.439037, 0.187032, 0, 0
1, 660.00000, 0.439042, 0.187031, 0.439042, 0.187031, 0.439041, 0.187031, 0, 0
1, 720.00000, 0.439042, 0.187031, 0.439042, 0.187031, 0.439042, 0.187031, 0, 0
1, 780.00000, 0.439042, 0.187031, 0.439042, 0.187031, 0.439042, 0.187031, 0, 0
1, 840.00000, 0.439042, 0.187031, 0.439042, 0.187031, 0.439042, 0.187031, 0, 0
1, 900.00000, 0.439042, 0.187031, 0.439042, 0.187031, 0.439042, 0.187031, 0, 0
1, 960.00000, 0.436989, 0.186158, 0.436993, 0.186161, 0.436989, 0.18616, 0, 0
1, 1020.00000, 0.436987, 0.186155, 0.436987, 0.186156, 0.436987, 0.186156, 0, 0
1, 1080.00000, 0.436987, 0.186155, 0.436987, 0.186155, 0.436987, 0.186155, 0, 0
1, 1140.00000, 0.436987, 0.186155, 0.436987, 0.186155, 0.436987, 0.186155, 0, 0
1, 1200.00000, 0.436987, 0.186155, 0.436987, 0.186155, 0.436987, 0.186155, 0, 0
1, 1260.00000, 0.436987, 0.186155, 0.436987, 0.186155, 0.436987, 0.186155, 0, 0
1, 1320.00000, 0.436987, 0.186155, 0.436987, 0.186155, 0.436987, 0.186155, 0, 0
1, 1380.00000, 0.436987, 0.186155, 0.436987, 0.186155, 0.436987, 0.186155, 0, 0
1, 1440.00000, 0.436987, 0.186155, 0.436987, 0.186155, 0.436987, 0.186155, 0, 0
1, 1500.00000, 0.436987, 0.186155, 0.436987, 0.186155, 0.436987, 0.186155, 0, 0
